번호,제목,내용,지역,지원분야대,사업번호,지원기간,지원대상,업종,조회수,활성화,등록일자,접수기관_담당부서,기업형태,접수기관명,접수팀,접수기관_전화번호,접수기관_홈페이지URL,접수기관_담당자명,접수기관_담당자e-mail
1155,[제주] 2020년 디지털 제조 Try-out 센터 기술지원 사업 공고,"제조 인프라가 전무한 제주지역에 디지털 제조 플랫폼 구축을 통한 지역 중소기업의 디지털 제조 역량강화를 위하여 디지털 제조 Try-out 센터 기술 지원을 도모해 드리는 사업입니다.<br />&nbsp;<br />☞ 제주 지역 내 본사 또는 지사(부설연구소 등) 보유하고 있는 기업<br />&nbsp;<br />☞ 사업화 및 실용화 상담, 디지털 제조 플랫폼 관련 구축장비 활용 지원",제주,기술@경영@기술인력/장비지원@디자인/상품화/사업화,PBLN_000000000050209,상시 접수,중소기업,제조업(10~34),72,1,2020-02-19 17:59,제주특별자치도,중소기업,한국생산기술연구원,제주지역본부,064-754-1533,https://www.kitech.re.kr/,사업담당자,yangyj23@kitech.re.kr
1156,[인천] 2020년 중소기업 연구조직 설립 지원사업 참여기업 모집 공고,"<p style=""margin: 0px"">인천 중소기업의 연구역량 강화 및 지속가능한 R&amp;D 수행체계 구축을 위하여 연구조직 설립에 필요한 컨설팅 비용을 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px""><br />☞ 인천 또는 인천 외 중소기업 및 현재 연구조직 미인정 중소기업</p>
<p style=""margin: 0px""><br />☞ 기업 당 1,000천원 한도 지원</p>",인천,경영@시설/입지지원,PBLN_000000000050187,예산 소진시까지,중소기업,"전문, 과학 및 기술 서비스업(70~73)",82,1,2020-02-19 17:58,인천광역시,중소기업,인천테크노파크,전략정책TF팀,032-260-0762,https://www.itp.or.kr/,김종윤,smart@itp.or.kr
1157,[강원] 2020년 사회보험료 지원사업 참여기업 모집 공고,"<p style=""margin: 0px"">강원도 내 영세 사업주의 최저임금 인상에 따른 경영 부담을 완화하고 노동자의 고용불안 해소를 위하여 근로자의 4대 사회보험료를 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px""><br />☞ 강원도 내 근로자 수가 10인 미만인 사업장(사업주)</p>
<p style=""margin: 0px""><br />☞ 월 평균 보수액 215만원 미만 근로자의 4대 사회보험료 지원</p>",강원,금융@인력@보험@고용환경개선,PBLN_000000000050200,상시 접수,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",132,1,2020-02-19 17:54,강원도,중소기업,직접수행,일자리국 일자리과,033-249-2750,http://www.provin.gangwon.kr,사업담당자,NULL
1158,[경기] 경기데이터지킴이 서비스 지원사업 참여기업 모집 공고,"<p style=""margin: 0px"">경기도내 중소기업의 중요(기술 및 개인)정보 보호 및 유출방지를 위해 데이터유출방지 솔루션을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 경기도내 본사소재 기업으로 전년도 매출액300억이하인 기업&nbsp; </p>
<p style=""margin: 0px"">&nbsp;</p>
<p style=""margin: 0px"">☞ 기업별 최대 15개 라이선스 무상지원(1개당 66천원상당)</p>",경기,경영@기술@정보화지원@기술정보제공,PBLN_000000000050222,수량 소진시 까지,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",159,1,2020-02-19 17:21,경기도,중소기업,경기도경제과학진흥원,융합보안지원센터 ICT융합팀,031-698-4739,https://www.gbsa.or.kr/,유수진,NULL
1159,[대전] 2020년 소규모 사업장 방지시설 설치 지원사업 모집 공고,대전광역시 소재의 소규모 사업장의 대기배출시설에 따른 방지시설 설치비용을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 대전광역시 산업단지에 소재하는 중소기업기본법 시행령 제3조제1항에 따른 중ㆍ소기업<br />&nbsp;<br />☞ 대기배출시설의 방지시설 설치비용(사물인터넷(Iot) 부착비 포함) 지원,대전,인력@경영@작업환경개선@시설/입지지원,PBLN_000000000050154,20200224 ~ 20200331,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",146,1,2020-02-19 16:46,대전광역시,중소기업,직접수행,미세먼지대응과,042-270-5692,https://www.daejeon.go.kr/,사업담당자,NULL
1160,[경북] 재해기업 긴급경영안정자금 지원계획 공고,"<p style=""margin: 0px"">코로나19 확산에 따른 경상북도 지역 중소기업의 생산 및 수출입 등 지역 경제 타격을 대응하기 위해 긴급경영안정자금을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 경상북도 내에 사업장을 둔 태풍, 지진 등 자연재해 또는 코로나19 관련 피해를 입은 기업 중소기업<br />&nbsp;<br />☞ 재해기업 5억원 이내, 코로나19 피해 기업 10억원 이내 지원</p>",경북,금융@융자,PBLN_000000000050067,예산 소진시까지,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",346,1,2020-02-19 14:14,경상북도,중소기업,경상북도경제진흥원,시ㆍ군 중소기업지원부서,하단의 문의처 참조,http://www.gepa.kr/,사업담당자,NULL
1161,[대전] 2020년 SW융합 R&D 생태계 조성사업(자유공모) 수행기업 모집 공고,"<p style=""margin: 0px"">대전 소재 ITㆍSW중소기업의 신산업 창출 및 경쟁력 강화를 위해 국방 SW융합 R&amp;D(무인로봇, M&amp;S, ISR, 기타 국방SW) 과제를 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px""><br />☞ 대전 소재 ITㆍSW중소기업이 주관으로 서비스 제공업체와 컨소시엄 구성</p>
<p style=""margin: 0px""><br />☞ 과제당 1.6억원 이내 지원</p>",대전,기술@혼합(단독+공동),PBLN_000000000050076,20200217 ~ 20200317,중소기업,"정보통신업(58~63)@전문, 과학 및 기술 서비스업(70~73)",98,0,2020-02-19 14:14,대전광역시,중소기업,대전정보문화산업진흥원,ICT융합사업단,042-479-4133,http://dicia.or.kr/,이성훈,LSHLOT@dicia.or.kr
1162,[대전] 2020년 SW융합 R&D 생태계 조성사업(지정공모) 수행기업 모집 공고,"<p style=""margin: 0px"">대전 소재 ITㆍSW중소기업의 신산업 창출 및 경쟁력 강화를 위해 국방 SW융합 R&amp;D(무인로봇, M&amp;S, ISR, 기타 국방SW) 과제를 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px""><br />☞ 대전 소재 ITㆍSW중소기업이 주관으로 단독 또는 컨소시엄</p>
<p style=""margin: 0px""><br />☞ 과제당 2.4억원 이내 지원</p>",대전,기술@혼합(단독+공동),PBLN_000000000050074,20200217 ~ 20200317,중소기업,"정보통신업(58~63)@전문, 과학 및 기술 서비스업(70~73)",92,0,2020-02-19 14:14,대전광역시,중소기업,대전정보문화산업진흥원,ICT융합사업단,042-479-4138,http://dicia.or.kr/,송원섭,wssong@dicia.or.kr
1163,[경기] 2020년 가구 융ㆍ복합 디자인 지원사업 수혜기업 모집 공고,"경기도 지역 가구산업 활성화 및 글로벌 경쟁력 강화를 위해 가구와 이업종간 융ㆍ복합 기술개발 및 디자인 개선을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 경기지역에 소재(본사 또는 공장)하는 가구 관련 제조업체<br />&nbsp;<br />☞&nbsp;신제품 디자인개발, 산학협력 제품개발, 마케팅 등 지원",경기,경영@기술@경영@디자인/상품화/사업화@기술인력/장비지원@컨설팅,PBLN_000000000050057,20200214 ~ 20200313,중소기업,제조업(10~34),133,0,2020-02-19 14:14,경기도,중소기업,경기대진테크노파크,융합기술팀,031-539-5054,http://gdtp.or.kr/,사업담당자,jh9706@gdtp.or.kr
1164,[광주] 2020년 중소유통업구조개선자금 지원계획 공고,"광주광역시 소재 도ㆍ소매업 및 상품중개업 관련 사업체를 대상으로 점포시설 개선ㆍ공동창고 건립 등의 소요되는 자금을 융자 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 광주광역시 소재 도ㆍ소매업 및 상품중개업 사업체<br />&nbsp;<br />☞ 시설자금(1억원 이하), 운전자금(0.5억원 이하)",광주,금융@경영@융자@시설/입지지원,PBLN_000000000050060,예산 소진시까지,소상공인,도매 및 소매업(45~47),146,1,2020-02-19 14:14,광주광역시,소상공인,광주경제고용진흥원,사업담당부서,062-960-2621,https://jk.gepa.or.kr,사업담당자,NULL
1165,[경남] 2020년 중소ㆍ벤처기업 판로지원사업 참가기업 모집 공고,"<p style=""margin: 0px"">경상남도 내 우수 중소기업의 제품 홍보와 판매 촉진 및 바이어 상담기회 확보를 통한 신규시장 판로개척을 위하여 2020년에 개최되는 국내 특화 전시회에 참가시 부스임차료, 장치비 등을 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px"">&nbsp;</p>
<p style=""margin: 0px"">☞ 경상남도 내 소재한 중소제조기업</p>
<p style=""margin: 0px""><br />☞ 기업당 최대 3,000천원 지원</p>",경남,수출@해외진출,PBLN_000000000050059,20200217 ~ 20200313,중소기업,제조업(10~34),146,0,2020-02-19 14:14,경상남도,중소기업,김해중소기업비즈니스센터,통상교류팀,055-310-9212,http://gibf.gabia.io/,김미주,NULL
1166,[강원] 2020년 관광사업체 경영안정자금 지원계획 공고,강원도 내에서 관광진흥법에 의거 등록ㆍ운영 중인 관광사업자를 대상으로 경영안정자금 융자시 이차보전 비용을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 강원도 소재 관광사업자 대상<br />&nbsp;<br />☞ 융자 취급은행 대출금리 3%내에서 도비 지원<br />,강원,금융@융자,PBLN_000000000050055,20200217 ~ 20200330,중소기업,"운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@예술, 스포츠 및 여가관련 서비스업(90~91)",80,1,2020-02-19 14:14,강원도,중소기업,직접수행,관광마케팅과 신관광팀,033-249-3331,http://www.provin.gangwon.kr/,사업담당자,NULL
1167,[울산] 수출 초보기업 발굴 지원사업 참가업체 모집 공고,"<p style=""margin: 0px"">울산시 내수 중심 중소기업의 수출기업화를 위하여 운송비, 해외시장진출 홍보, 해외바이어 초청 등을 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px"">&nbsp;</p>
<p style=""margin: 0px"">☞ 울산 소재 내수기업 및 직전년도 직수출액 100만 달러 미만 중소기업<br />&nbsp;<br />☞&nbsp;기업당 7,125천원</p>",울산,수출@수출@해외수출준비@수출정보제공,PBLN_000000000050082,20200214 ~ 20200320,중소기업,"제조업(10~34)@정보통신업(58~63)@전문, 과학 및 기술 서비스업(70~73)",81,1,2020-02-19 14:14,울산광역시,중소기업,울산경제진흥원,통상지원팀,052-283-7154,http://www.uepa.or.kr,김창섭,cskim@uepa.or.kr
1168,[울산] 2020년 중소기업 통ㆍ번역 지원사업 시행 공고,"<p style=""margin: 0px"">울산 소재 중소기업의 외국어 소통애로를 해소하여 해외마케팅 활성화 도모를 위해 수출관련 통번역 비용을 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px"">&nbsp;</p>
<p style=""margin: 0px"">☞ 중소기업기본법 제2조에 해당하는 사업자등록증 상 울산소재 중소기업<br />&nbsp;<br />☞ 기업당 3백만원</p>",울산,수출@해외수출준비,PBLN_000000000050077,예산 소진시까지,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",74,1,2020-02-19 14:14,울산광역시,중소기업,울산경제진흥원,통상지원팀,052-283-7155,https://www.uepa.or.kr,이유정,lyj1105@uepa.or.kr
1169,[경북] 코로나19 피해 등 수출입 애로 대응 중소기업 긴급경영안정자금 지원계획 공고,"<p style=""margin: 0px"">경북&nbsp;도내 중소기업을 대상으로 코로나19로 인한 피해 및 수출입 애로에 대한 대응을 위해 긴급경영안정자금을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 경상북도 내에 사업장을 둔 중소기업<br />&nbsp;<br />☞ 업체당 최대 10억원 이내 지원</p>",경북,금융@수출@융자@해외진출,PBLN_000000000050056,예산 소진시까지,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",218,1,2020-02-19 14:14,경상북도,중소기업,경상북도경제진흥원,시ㆍ군 운전자금 지원부서,하단의 문의처 참조,http://www.gepa.kr/,사업담당자,NULL
1170,[광주] 2020년 오핸즈 브랜드 지정 상품 공모,"<p style=""margin: 0px"">광주광역시에서 생산된 공예문화상품에 대한 소비자 신뢰도 향상 및 브랜드 경쟁력 강화, 생산자에 대한 판로지원을 위한 '오핸즈 브랜드' 지정 시 패키지 디자인, 지식재산권 출원, 유통ㆍ마케팅을 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px""><br />☞ 광주광역시에서 생산된 우수 공예문화상품</p>
<p style=""margin: 0px""><br />☞&nbsp;패키지 디자인 개발 및 제작, 상품 양산에 필요한 경비 최대 5,000천원 지원</p>",광주,경영@디자인/상품화/사업화,PBLN_000000000050068,2일 접수,중소기업,제조업(10~34),64,1,2020-02-19 14:14,광주광역시,중소기업,광주디자인센터,디자인융합팀,062-611-5033,http://www.gdc.or.kr/,사업담당자,NULL
1171,[제주] 서귀포시 2020년 중소기업 저녹스버너 설치 지원사업 시행 공고,"<p style=""margin: 0px"">제주 서귀포시 소재의 기업 및 단체를 대상으로 미세먼지 주요 원인인 질소산화물의 발생을 저감하기 위해 기존 보일러에 설치된 일반버너를 저녹스버너 교체를 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px"">&nbsp;<br />☞ 중소기업,&nbsp;비영리법인ㆍ단체,&nbsp;업무ㆍ상업용 건축물, 공동주택에 설치된 보일러, 냉ㆍ온수기 및 건조시설<br />&nbsp;<br />☞ 저녹스버너(또는 케스케이드 방식) 및 부대설비(제어판넬, 송풍기, 가스트레인, 모듈러, 수분배기) 지원<br /></p>",제주,경영@인력@시설/입지지원@작업환경개선,PBLN_000000000050112,20200214 ~ 20201231,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",53,1,2020-02-19 14:14,제주특별자치도,중소기업,기초자치단체,서귀포시 녹색환경과,064-760-2922,http://www.seogwipo.go.kr/,사업담당자,NULL
1172,[전북] 2020년 코로나 피해기업 긴급경영안정자금 지원계획 공고,전북 도내 코로나바이러스 직ㆍ간접 피해중소기업을 대상으로 긴급경영안정자금을 융자 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 전북 도내 경영안정자금 대상 중 코로나바이러스 직ㆍ간접 피해중소기업<br />&nbsp;<br />☞ 업체당 최고 1.5억원 지원,전북,금융@창업@융자@사업화지원,PBLN_000000000050106,예산 소진시까지,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",247,1,2020-02-19 14:14,전라북도,중소기업,전라북도경제통상진흥원,기업ㆍ소상공인 피해통합신고센터,063-711-2021,http://www.jbba.kr/,사업담당자,NULL
1173,[울산] 2020년 전시모형물 제작 지원사업 시행 공고,울산 소재 중소기업을 대상으로 해외 전시ㆍ박람회 또는 바이어 내방 시 상담의 효율성을 제고하고 해외판로개척을 위해&nbsp;모형물 제작을 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 사업자등록증 상 울산소재 중소기업<br />&nbsp;<br />☞ 기업당 5백만원 한도 지원,울산,수출@경영@해외수출준비@디자인/상품화/사업화,PBLN_000000000050083,20200217 ~ 20200320,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",69,1,2020-02-19 14:14,울산광역시,중소기업,울산경제진흥원,통상지원팀,052-283-7155,http://www.uepa.or.kr,이유정,lyj1105@uepa.or.kr
1174,[경기] 2020년 코로나19 피해 특별지원자금 확대운용 및 중소기업육성자금 융자지원계획 변경 공고,"경기도내 중소기업, 소상공인, 여성창업기업 등을 대상으로 원활한 경영활동을 위해 코로나19 피해 특별지원자금 및 중소기업육성자금을 융자 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 경기도내 중소기업, 소상공인<br />&nbsp;<br />☞ 업체당 (중소기업)5억원 이내, (소상공인)1억원 이내 지원",경기,금융@융자,PBLN_000000000050103,예산 소진시까지,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",1406,1,2020-02-19 14:14,경기도,중소기업@소상공인@창업기업,경기신용보증재단,관할지역 각 지점,하단의 문의처 참조,https://www.gcgf.or.kr/,사업담당자,NULL
1175,[대전] 2020년 중소기업육성자금 지원계획 변경 공고(코로나 19 피해기업 지원 자금),"대전광역시 내 코로나 19 감염으로 인한 피해 중소기업의 경영애로 해소를 위해 중소기업육성자금을 융자 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 중국과의 원자재 및 제품 수출입 중단 등으로 직ㆍ간접 피해를 입은 중소기업으로 지원 타당성이 인정된다고 판단한 기업<br />&nbsp;<br />☞ 경영안정자금(업체당 3억원 이내), 구매조건 생산지원자금(업체당 5억원 이내) 융자 지원",대전,금융@융자,PBLN_000000000050081,예산 소진시까지,중소기업,"제조업(10~34)@정보통신업(58~63)@전문, 과학 및 기술 서비스업(70~73)",190,1,2020-02-19 14:14,대전광역시,중소기업,대전경제통상진흥원,사업담당부서,042-380-3081,http://www.djba.or.kr/,사업담당자,NULL
1176,[울산] 2020년 공장 색채디자인 컨설팅 지원사업 공고,"<p style=""margin: 0px"">울산소재 공장을 대상으로 재도색시 울산 색채가이드라인을 적용한 색채디자인 도안을 무상으로 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px"">&nbsp;</p>
<p style=""margin: 0px"">☞ 울산소재의 국가, 일반산업단지 및 농공단지 등에 위치한 기업 공장</p>
<p style=""margin: 0px"">&nbsp;</p>
<p style=""margin: 0px"">☞&nbsp;외부 건축물 및 시설물 색채디자인 시공 도안 지원</p>",울산,경영@경영@컨설팅@디자인/상품화/사업화,PBLN_000000000050149,20200224 ~ 20201130,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@금융 및 보험업(64~66)@부동산업(68)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@보건업 및 사회복지 서비스업(86~87)@예술, 스포츠 및 여가관련 서비스업(90~91)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)@정보통신업(58~63)",63,1,2020-02-19 14:14,울산광역시,중소기업,직접수행,도시재생과,052-229-6633,http://www.ulsan.go.kr/,사업담당자,NULL
1177,[제주] 2020년 코로나19 피해 중소기업 특별경영안정지원자금 융자지원 계획 공고,"<p style=""margin: 0px"">제주특별자치도 내 '코로나19' 로 인해 직ㆍ간접적인 피해를 입고 있는 중소기업의 경영안정을 도모하기 위해 특별경영안정지원자금 융자를 지원해 드리는 사업입니다.</p>
<p style=""margin: 0px""><br />☞ 제주특별자치도에 사업장을 둔 중소기업 </p>
<p style=""margin: 0px""><br />☞ 기업당 2천만원~1억원 이내 지원</p>",제주,금융@융자,PBLN_000000000050117,예산 소진시까지,중소기업,"농업, 임업 및 어업(01~03)@광업(05~08)@제조업(10~34)@전기, 가스, 증기 및 공기 조절 공급업(35)@수도, 하수 및 폐기물 처리, 원료 재생업(36~39)@건설업(41~42)@도매 및 소매업(45~47)@운수 및 창고업(49~52)@숙박 및 음식점업(55~56)@정보통신업(58~63)@전문, 과학 및 기술 서비스업(70~73)@사업시설 관리, 사업 지원 및 임대 서비스업(74~76)@공공 행정, 국방 및 사회보장 행정(84)@교육 서비스업(85)@협회 및 단체, 수리 및 기타 개인 서비스업(94~96)@가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동(97~98)@국제 및 외국기관(99)",177,1,2020-02-19 14:14,제주특별자치도,중소기업,직접수행,소상공인ㆍ기업과,064-710-2634,http://law.jeju.go.kr/index.htm,문신영,NULL
1178,[경기] 2020년 디자인개발지원사업 참여기업 모집 공고,"경기도 내 디자인개발에 어려움을 겪고 있는 중소기업의 상품경쟁력 향상과 신제품 개발 촉진 및 매출향상 도모를 위하여 디자인 진단에서부터 디자인 개발, 상용화까지 체계적으로 지원해 드리는 사업입니다.<br />&nbsp;<br />☞ 중소기업기본법에 의한 경기도내 제조업을 영위하는 중소기업<br />&nbsp;<br />☞ 디자인 개발, 디자인 상용화 지원",경기,경영@기술@디자인/상품화/사업화@기술인력/장비지원,PBLN_000000000050115,20200217 ~ 20200327,중소기업,제조업(10~34),1022,1,2020-02-19 14:14,경기도,중소기업,경기도경제과학진흥원,성장사업화팀,031-259-6491,https://www.gbsa.or.kr/,사업담당자,NULL
